"","Breeding_culture","Experiment","ID_cosm","Time","Nb_ind_measurement","Nb_ind","Status","Weight_tot","Cocoons","Cocoons_ind","Reproduction","Environment","Food","Soil","Soil_w","WHC","Texp","Weight","ID_experiment"
"182","Versailles","Gollot2026_dens","D1A1",56,1,1,"J",658.2,0,0,0,"Soil_change",3,"Clx",200,70,18,514.025,"Gollot2026_dens_D1"
"183","Versailles","Gollot2026_dens","D2A1",56,1,2,"J",371.85,0,0,0,"Soil_change",1.5,"Clx",200,70,18,353.775,"Gollot2026_dens_D2"
"184","Versailles","Gollot2026_dens","D2bA4",56,1,2,"J",253.85,0,0,0,"Soil_change",3,"Clx",200,70,18,315.375,"Gollot2026_dens_D2b"
"185","Versailles","Gollot2026_dens","D5A1",56,1,5,"J",393.46,0,0,0,"Soil_change",0.6,"Clx",200,70,18,346.94,"Gollot2026_dens_D5"
"186","Versailles","Gollot2026_dens","D7A2",56,1,7,"J",280.485714,0,0,0,"Soil_change",0.4285714,"Clx",200,70,18,276.335714,"Gollot2026_dens_D7"
"187","Versailles","Gollot2026_dens","D1A1",70,1,1,"J",850.5,0,0,0,"Food",3,"Clx",200,70,18,779.766666666667,"Gollot2026_dens_D1"
"188","Versailles","Gollot2026_dens","D2A1",70,1,2,"J",661.75,0,0,0,"Food",1.5,"Clx",200,70,18,603.825,"Gollot2026_dens_D2"
"189","Versailles","Gollot2026_dens","D2bA4",70,1,2,"J",452.3,0,0,0,"Food",3,"Clx",200,70,18,539.025,"Gollot2026_dens_D2b"
"190","Versailles","Gollot2026_dens","D5A1",70,1,5,"J",574.1,0,0,0,"Food",0.6,"Clx",200,70,18,522.43,"Gollot2026_dens_D5"
"191","Versailles","Gollot2026_dens","D7A2",70,1,7,"J",NA,0,0,0,"Food",0.4285714,"Clx",200,70,18,390.742857,"Gollot2026_dens_D7"
"192","Versailles","Gollot2026_dens","D1A1",84,1,1,"A",1121.5,0,0,0,"Soil_change",3,"Clx",200,70,18,914.15,"Gollot2026_dens_D1"
"193","Versailles","Gollot2026_dens","D2A1",84,1,2,"A",784.6,1,0.5,1,"Soil_change",1.5,"Clx",200,70,18,781.775,"Gollot2026_dens_D2"
"194","Versailles","Gollot2026_dens","D2bA4",84,1,2,"A",629.8,0,0,1.5,"Soil_change",3,"Clx",200,70,18,729,"Gollot2026_dens_D2b"
"195","Versailles","Gollot2026_dens","D5A1",84,1,5,"A",683,6,1.2,0.85,"Soil_change",0.6,"Clx",200,70,18,657.61,"Gollot2026_dens_D5"
"196","Versailles","Gollot2026_dens","D7A2",84,1,7,"A",NA,NA,NA,NA,"Soil_change",0.4285714,"Clx",200,70,18,NA,"Gollot2026_dens_D7"
"197","Versailles","Gollot2026_dens","D1A1",98,1,1,"A",1493.4,NA,NA,NA,"Food",3,"Clx",200,70,18,1041.1,"Gollot2026_dens_D1"
"198","Versailles","Gollot2026_dens","D2A1",98,1,2,"A",1023.3,NA,NA,NA,"Food",1.5,"Clx",200,70,18,974.4875,"Gollot2026_dens_D2"
"199","Versailles","Gollot2026_dens","D2bA4",98,1,2,"A",776.55,NA,NA,NA,"Food",3,"Clx",200,70,18,776.55,"Gollot2026_dens_D2b"
"200","Versailles","Gollot2026_dens","D5A1",98,1,5,"A",706.62,NA,NA,NA,"Food",0.6,"Clx",200,70,18,714.66,"Gollot2026_dens_D5"
"201","Versailles","Gollot2026_dens","D7A2",98,1,7,"A",NA,NA,NA,NA,"Food",0.4285714,"Clx",200,70,18,NA,"Gollot2026_dens_D7"
"202","Versailles","Gollot2026_dens","D1A1",112,1,1,"A",1903.2,0,0,0,"Soil_change",3,"Clx",200,70,18,1388.85,"Gollot2026_dens_D1"
"203","Versailles","Gollot2026_dens","D2A1",112,1,2,"A",1196.25,15,7.5,9.5,"Soil_change",1.5,"Clx",200,70,18,1112.725,"Gollot2026_dens_D2"
"204","Versailles","Gollot2026_dens","D2bA4",112,1,2,"A",878.85,6,3,3,"Soil_change",3,"Clx",200,70,18,1030.35,"Gollot2026_dens_D2b"
"205","Versailles","Gollot2026_dens","D5A1",112,1,5,"A",783.88,2,0.4,6.1,"Soil_change",0.6,"Clx",200,70,18,833.5,"Gollot2026_dens_D5"
"206","Versailles","Gollot2026_dens","D1A1",126,1,1,"A",1797.4,NA,NA,NA,"Food",3,"Clx",200,70,18,1450.25,"Gollot2026_dens_D1"
"207","Versailles","Gollot2026_dens","D2A1",126,1,2,"A",1259.55,NA,NA,NA,"Food",1.5,"Clx",200,70,18,1129.1375,"Gollot2026_dens_D2"
"208","Versailles","Gollot2026_dens","D2bA4",126,1,2,"A",956.05,NA,NA,11,"Food",3,"Clx",200,70,18,1001.2,"Gollot2026_dens_D2b"
"209","Versailles","Gollot2026_dens","D5A1",126,1,5,"A",771.7,NA,NA,NA,"Food",0.6,"Clx",200,70,18,852.86,"Gollot2026_dens_D5"
"210","Versailles","Gollot2026_dens","D1A1",140,1,1,"A",2233.6,0,0,0,"Soil_change",3,"Clx",200,70,18,1895.25,"Gollot2026_dens_D1"
"211","Versailles","Gollot2026_dens","D2A1",140,1,2,"A",1446.45,21,10.5,24.25,"Soil_change",1.5,"Clx",200,70,18,1276.45,"Gollot2026_dens_D2"
"212","Versailles","Gollot2026_dens","D2bA4",140,1,2,"A",1009.55,7,3.5,6.5,"Soil_change",3,"Clx",200,70,18,1009.55,"Gollot2026_dens_D2b"
"213","Versailles","Gollot2026_dens","D5A1",140,1,5,"A",838.08,45,9,12.8,"Soil_change",0.6,"Clx",200,70,18,896.79,"Gollot2026_dens_D5"
"214","Versailles","Gollot2026_dens","D1A1",154,1,1,"A",2302.9,0,0,0,"Soil_change",3,"Clx",200,70,18,1963.9,"Gollot2026_dens_D1"
"215","Versailles","Gollot2026_dens","D2A1",154,1,2,"A",1240.05,8,4,30,"Soil_change",1.5,"Clx",200,70,18,1090.475,"Gollot2026_dens_D2"
"216","Versailles","Gollot2026_dens","D2bA4",154,1,2,"A",922.25,8,4,10.5,"Soil_change",3,"Clx",200,70,18,922.25,"Gollot2026_dens_D2b"
"217","Versailles","Gollot2026_dens","D5A1",154,1,5,"A",712.94,20,4,15.75,"Soil_change",0.6,"Clx",200,70,18,847.565,"Gollot2026_dens_D5"
